City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,nishinoomote,30.7333,131.0,9.0,57,100,12.27,JP,1738797293
274,miyako,39.6367,141.9525,-1.22,53,65,9.88,JP,1738797295
275,princeville,45.7668,-61.2985,-12.6,82,99,3.13,CA,1738797296
276,bueu,42.3246,-8.785,10.53,65,0,2.57,ES,1738797298
277,holualoa,19.6228,-155.9522,24.35,72,0,4.63,US,1738797300
278,kuvandyk,51.4781,57.3552,-9.16,85,38,7.69,RU,1738797302
279,nizhnesortymskiy,62.4397,71.7603,-14.55,100,100,3.1,RU,1738797304
280,uzgen,40.7699,73.3007,-5.8,69,38,2.98,KG,1738797306
281,salalah,17.0151,54.0924,21.05,68,40,1.54,OM,1738797307
282,kununurra,-15.7667,128.7333,27.99,69,20,3.09,AU,1738797308
283,cranbrook,49.4999,-115.7688,-10.96,90,100,1.57,CA,1738797017
284,dedougou,12.4667,-3.4667,26.11,18,96,2.61,BF,1738797311
285,whakatane,-37.9585,176.9854,24.17,80,42,2.24,NZ,1738797313
286,altai,46.3722,96.2583,-22.61,82,21,1.89,MN,1738797314
287,cavelossim,15.1726,73.9419,22.99,60,5,1.16,IN,1738797315
288,bela,25.9333,81.9833,11.23,48,0,4.32,IN,1738797316
289,kailua-kona,19.6406,-155.9956,26.42,72,0,4.63,US,1738797317
290,talnakh,69.4865,88.3972,-23.47,99,85,3.42,RU,1738797318
291,tocopilla,-22.092,-70.1979,22.87,70,23,1.87,CL,1738797322
292,glace bay,46.1969,-59.957,-9.75,68,75,4.92,CA,1738797323
293,rio grande,-32.035,-52.0986,25.26,91,5,6.29,BR,1738797324
294,ihosy,-22.4,46.1167,22.03,93,100,1.16,MG,1738797327
295,hasaki,35.7333,140.8333,4.14,32,0,6.93,JP,1738797328
296,garachico,28.7781,-17.7646,16.06,72,100,6.17,ES,1738797331
297,carrboro,35.9101,-79.0753,8.47,65,100,3.03,US,1738797335
298,ocean shores,46.9737,-124.1563,3.0,93,100,7.2,US,1738797338
299,keflavik,64.0049,-22.5624,6.24,70,75,25.72,IS,1738797339
300,nadym,65.5333,72.5167,-15.36,94,100,3.79,RU,1738797341
301,yeysk,46.6989,38.2792,0.48,72,32,6.04,RU,1738797064
302,misliyah,17.4599,42.5572,23.93,69,5,1.25,SA,1738797345
303,ust'-kulom,61.6864,53.6902,-18.88,100,83,1.03,RU,1738797346
304,madalena,41.2162,-8.3345,9.19,67,85,1.57,PT,1738797348
305,sheridan,44.8333,-106.9173,-15.79,66,40,6.17,US,1738797061
306,nili,33.7218,66.1302,-11.78,69,1,2.83,AF,1738797351
307,ketchikan,55.3422,-131.6461,3.26,48,0,5.14,US,1738797352
308,smithers,54.7804,-127.1743,-9.79,79,34,1.06,CA,1738797354
309,colonia,50.9333,6.95,3.92,92,100,1.03,DE,1738797306
310,pokhara,28.2333,83.9833,13.65,31,0,3.14,NP,1738797357
311,isafjordur,66.0755,-23.124,1.27,89,77,13.11,IS,1738797359
312,dudinka,69.4058,86.1778,-22.48,99,99,3.53,RU,1738797362
313,sao vicente,-23.9631,-46.3919,25.61,89,100,2.1,BR,1738797255
314,teknaf,20.8624,92.3058,18.77,59,14,4.37,BD,1738797364
315,nadi,-17.8,177.4167,27.0,83,75,5.66,FJ,1738797365
316,bandundu,-3.3167,17.3667,23.85,73,87,1.56,CD,1738797366
317,n'zeto,-7.2312,12.8666,26.29,88,74,3.47,AO,1738797368
318,puerto baquerizo moreno,-0.9,-89.6,25.06,79,5,3.25,EC,1738797370
319,orkney,-26.9802,26.6727,23.27,45,27,0.81,ZA,1738797374
320,kangiwa,12.5521,3.8187,24.36,9,1,4.17,NG,1738797376
321,tamandare,-8.7597,-35.1047,25.89,85,100,4.79,BR,1738797377
322,lata,40.1629,-8.3327,5.38,82,64,1.45,PT,1738797379
323,coyhaique,-45.5752,-72.0662,9.58,96,100,2.37,CL,1738797277
324,gaigeturi,33.4644,126.3183,3.95,55,99,8.5,KR,1738797383
325,strezhevoy,60.7333,77.5889,-20.52,100,100,0.5,RU,1738797384
326,nema,57.5067,50.5011,-15.38,98,99,1.64,RU,1738797385
327,hami,42.8,93.45,-8.04,46,0,2.15,CN,1738797386
328,cedeira,43.6797,-8.0209,12.21,100,99,8.59,ES,1738797388
329,fale old settlement,-9.3852,-171.2468,28.62,73,83,7.54,TK,1738797391
330,conception bay south,47.4999,-52.9981,-9.03,72,99,8.49,CA,1738797229
331,komsomol'skiy,43.9783,46.6985,1.86,85,100,3.38,RU,1738797393
332,kas,36.2018,29.6377,6.21,43,10,4.91,TR,1738797395
333,lulea,65.5842,22.1547,-3.96,93,0,0.51,SE,1738797397
334,cromer,52.9312,1.2989,2.3,84,45,3.18,GB,1738797398
335,kapuskasing,49.4169,-82.4331,-10.0,52,20,3.09,CA,1738797400
336,tanjungtiram,4.0613,98.3699,21.78,90,75,1.2,ID,1738797401
337,dul'durga,50.6761,113.5931,-21.86,90,100,3.88,RU,1738797402
338,aleksandrovsk,59.158,57.5624,-13.23,94,100,1.91,RU,1738797404
339,kiama,-34.6833,150.8667,26.88,82,100,1.91,AU,1738797405
340,changqing,36.5575,116.7272,-4.91,28,17,3.44,CN,1738797406
341,puerto deseado,-47.7503,-65.8938,20.14,45,81,13.75,AR,1738797407
342,dubbo,-32.25,148.6167,27.07,65,2,5.14,AU,1738797354
343,kuraymah,18.55,31.85,19.42,20,8,8.28,SD,1738797409
344,argo,37.6333,22.7333,5.1,76,0,1.54,GR,1738797411
345,richards bay,-28.783,32.0377,24.6,92,94,5.49,ZA,1738797413
346,lisala,2.15,21.5167,26.76,44,85,0.19,CD,1738797414
347,tadine,-21.55,167.8833,27.43,78,87,5.79,NC,1738797416
348,muisne,0.6,-80.0333,26.0,82,47,1.98,EC,1738797417
349,hurfeish,33.0171,35.3484,6.44,91,79,10.97,IL,1738797419
350,mount pearl,47.5166,-52.7813,-9.36,73,100,9.26,CA,1738797420
351,yuzhno-kurilsk,44.0306,145.8556,-1.72,81,28,4.92,RU,1738797422
352,rabaul,-4.1967,152.1721,28.21,72,89,2.26,PG,1738797424
353,vilyuysk,63.7553,121.6247,-46.21,100,61,1.37,RU,1738797425
354,nagqu,31.5,92.0,-8.35,25,0,1.78,CN,1738797426
355,mount gambier,-37.8333,140.7667,20.12,66,10,2.6,AU,1738797428
356,iquique,-20.2208,-70.1431,21.61,81,12,1.87,CL,1738797429
357,long beach,33.767,-118.1892,18.38,87,100,3.09,US,1738797432
358,suonenjoki,62.6167,27.1333,0.52,98,100,3.66,FI,1738797434
359,dwarka,22.2394,68.9678,19.93,45,0,6.5,IN,1738797435
360,al hada,21.3675,40.2869,12.66,87,100,2.92,SA,1738797438
361,bauta,22.9828,-82.5464,24.99,73,20,6.69,CU,1738797439
362,codrington,-38.2667,141.9667,21.3,63,56,2.9,AU,1738797441
363,korla,41.7597,86.1469,-8.94,76,100,3.13,CN,1738797297
364,laguna,38.421,-121.4238,13.93,42,0,3.09,US,1738797443
365,cockburn town,21.4612,-71.1419,24.22,69,2,10.73,TC,1738797445
366,warrnambool,-38.3833,142.4833,20.03,74,75,2.05,AU,1738797446
367,hammerfest,70.6634,23.6821,2.25,87,40,10.29,NO,1738797448
368,santa elena de uairen,4.6167,-61.1333,22.26,71,100,1.25,VE,1738797449
369,pangoa,-12.1167,-73.0,23.04,93,97,1.41,PE,1738797451
370,alotau,-10.3069,150.4462,29.09,72,100,4.38,PG,1738797454
371,khandyga,62.6667,135.6,-43.68,100,50,0.53,RU,1738797456
372,estevan,49.1334,-102.9842,-15.89,85,100,4.63,CA,1738797283
373,fortuna,40.5982,-124.1573,8.53,98,75,4.63,US,1738797461
374,nhamunda,-2.1861,-56.7131,26.63,75,76,0.45,BR,1738797462
375,tahara,34.6667,137.2667,3.3,50,0,10.66,JP,1738797463
376,castelo branco,39.8222,-7.4909,5.35,75,0,1.15,PT,1738797464
377,sebastopol,44.6,33.5333,-1.67,58,6,1.34,UA,1738797466
378,usogorsk,63.4106,48.6872,-13.28,100,96,1.83,RU,1738797468
379,nampula,-15.1165,39.2666,20.57,96,99,0.74,MZ,1738797471
380,taldykorgan,45.0156,78.3739,-13.71,77,37,2.31,KZ,1738797473
381,pineville,31.3224,-92.4343,25.96,69,0,4.63,US,1738797474
382,dobrush,52.4089,31.3237,-1.91,100,52,3.34,BY,1738797475
383,tonekabon,36.8163,50.8738,7.89,91,100,0.99,IR,1738797476
384,rikaze,29.25,88.8833,-3.3,26,0,1.92,CN,1738797477
385,supia,5.453,-75.6507,20.65,96,100,0.78,CO,1738797479
386,akureyri,65.6835,-18.0878,7.96,42,75,18.01,IS,1738797481
387,amahai,-3.3333,128.9167,26.9,77,100,2.24,ID,1738797483
388,nahiyat ash shinafiyah,31.5874,44.6602,14.04,28,4,2.62,IQ,1738797484
389,palikir - national government center,6.9248,158.1611,29.41,74,75,4.12,FM,1738797486
390,mhamid,29.82,-5.72,12.48,35,1,4.0,MA,1738797489
391,tamarin,-20.3256,57.3706,24.17,94,7,2.42,MU,1738797491
392,guerrero negro,27.9769,-114.0611,17.27,66,0,7.0,MX,1738797493
393,anori,-3.7728,-61.6442,23.96,92,100,0.55,BR,1738797494
394,port shepstone,-30.7414,30.455,24.02,88,100,5.78,ZA,1738797495
395,thinadhoo,0.5333,72.9333,27.22,71,65,4.17,MV,1738797496
396,irece,-11.3042,-41.8558,27.22,36,33,6.8,BR,1738797498
397,lospalos,-8.5186,127.0025,23.01,95,100,1.52,TL,1738797499
398,nayoro,44.3506,142.4578,-2.95,93,95,4.13,JP,1738797500
399,lodwar,3.1191,35.5973,26.77,28,99,1.41,KE,1738797501
400,zhongshu,24.5167,103.7667,6.46,97,100,1.71,CN,1738797504
401,ovalle,-30.5983,-71.2003,28.7,25,0,3.2,CL,1738797315
402,kaifeng,34.7911,114.3483,0.89,34,97,4.01,CN,1738797507
403,tupiza,-21.45,-65.7167,17.39,33,3,6.86,BO,1738797379
404,haiku-pauwela,20.9219,-156.3051,25.09,76,20,9.39,US,1738797510
405,rasskazovo,52.6714,41.9033,-4.32,95,82,1.62,RU,1738797512
406,kachkanar,58.7,59.4948,-18.98,100,100,1.05,RU,1738797465
407,labytnangi,66.6572,66.4183,-14.88,96,100,2.82,RU,1738797239
408,gunsan,35.9786,126.7114,-9.06,86,0,2.06,KR,1738797518
409,fallon,39.4735,-118.7774,11.17,21,40,4.12,US,1738797519
410,polyarnyy,69.1989,33.4478,-5.14,83,100,10.88,RU,1738797520
411,digne-les-bains,44.0833,6.25,4.56,72,3,2.07,FR,1738797521
412,dabrowa bialostocka,53.6536,23.3479,-0.98,85,13,0.89,PL,1738797523
413,shache,38.4167,77.2406,-2.93,45,47,1.1,CN,1738797525
414,banapur,19.7833,85.1833,22.9,78,50,2.05,IN,1738797526
415,anamur,36.0751,32.8369,6.66,56,93,5.09,TR,1738797527
416,hoemul-li,41.4339,129.67,-15.14,67,1,3.56,KP,1738797529
417,huazhou,21.6333,110.5833,16.13,59,100,3.68,CN,1738797533
418,torghay,49.6339,63.4981,-10.82,92,87,6.4,KZ,1738797535
419,puerto cabezas,14.0351,-83.3888,27.98,89,20,6.17,NI,1738797536
420,madang,-5.2246,145.7966,25.32,90,100,1.92,PG,1738797537
421,al jadid,27.05,14.4,14.67,32,100,5.85,LY,1738797539
422,dryden,49.7833,-92.7503,-11.84,56,100,2.57,CA,1738797474
423,childress,34.4264,-100.204,19.14,52,0,6.17,US,1738797352
424,weno,7.4515,151.8468,28.97,84,100,6.69,FM,1738797542
425,muynoq,43.7683,59.0214,0.78,73,13,3.96,UZ,1738797543
426,remire-montjoly,4.9167,-52.2667,27.02,89,75,2.06,GF,1738797492
427,fuyuan,46.4333,127.0833,-30.12,99,57,2.08,CN,1738797546
428,beyneu,45.3167,55.2,-0.58,90,17,4.88,KZ,1738797547
429,asau,46.4333,26.4,-3.93,97,98,0.78,RO,1738797549
430,santa ana,33.7456,-117.8678,18.95,70,75,0.0,US,1738797551
431,tagta,41.6504,59.9164,-1.03,80,0,4.12,TM,1738797554
432,lesnikovo,55.2822,65.3175,-5.29,91,95,2.7,RU,1738797556
433,malpica,43.3228,-8.8105,9.57,100,100,2.96,ES,1738797558
434,jokioinen,60.8016,23.48,1.05,95,100,2.15,FI,1738797559
435,barentu,15.1139,37.5928,22.35,50,0,1.32,ER,1738797561
436,humberto de campos,-2.5983,-43.4611,24.08,93,50,1.79,BR,1738797562
437,tannum sands,-23.9504,151.3693,23.19,94,75,3.09,AU,1738797564
438,mahina,-17.5065,-149.489,29.87,70,75,6.17,PF,1738797566
439,phan rang-thap cham,11.5667,108.9833,17.83,91,46,2.58,VN,1738797568
440,howrah,22.5892,88.3103,21.0,94,30,0.0,IN,1738797571
441,st. john's,47.5649,-52.7093,-8.9,72,100,9.26,CA,1738797481
442,ghadamis,30.1337,9.5007,11.03,32,4,5.63,LY,1738797573
443,tobelo,1.7284,128.0095,26.69,82,100,0.93,ID,1738797575
444,darwin,-12.4611,130.8418,26.99,94,75,1.03,AU,1738797430
445,antalaha,-14.9003,50.2788,24.53,86,100,0.93,MG,1738797578
446,laojunmiao,39.8333,97.7333,-11.59,40,44,2.82,CN,1738797580
447,agboville,5.928,-4.2132,25.2,88,9,1.88,CI,1738797582
448,kaiapoi,-43.3783,172.6401,21.37,74,75,5.66,NZ,1738797583
449,gokceada,40.2011,25.909,5.69,70,8,11.57,TR,1738797586
450,sungai penuh,-2.0833,101.3833,17.37,94,93,2.4,ID,1738797587
451,bichura,50.5881,107.6022,-32.24,92,28,1.92,RU,1738797588
452,cape coast,5.1053,-1.2466,26.89,88,64,5.39,GH,1738797589
453,chiang kham,19.5233,100.3,17.75,70,13,0.8,TH,1738797590
454,rabigh,22.7986,39.0349,23.68,75,34,4.91,SA,1738797592
455,malanville,11.8685,3.3899,24.98,8,1,3.16,BJ,1738797594
456,ineu,46.4333,21.85,0.13,68,42,0.58,RO,1738797595
457,carolina beach,34.0352,-77.8936,13.38,77,84,0.45,US,1738797597
458,grants,35.1473,-107.8514,19.13,6,0,8.23,US,1738797600
459,ad dabbah,18.05,30.95,19.04,22,3,8.14,SD,1738797602
460,marco island,25.9363,-81.7157,23.33,83,28,3.49,US,1738797603
461,qulsary,46.9531,54.0198,-4.21,90,8,6.37,KZ,1738797605
462,mamuju,-2.6748,118.8885,24.29,88,100,2.27,ID,1738797606
463,jijiang,29.2906,106.2542,9.51,90,100,0.42,CN,1738797607
464,island harbour,50.724,-1.2758,5.11,93,100,0.45,GB,1738797608
465,kuanda,56.3161,116.0806,-36.9,95,47,0.35,RU,1738797609
466,ust'-kut,56.7938,105.7672,-33.37,99,100,1.27,RU,1738797610
467,luchegorsk,46.4764,134.2569,-15.73,95,100,2.5,RU,1738797614
468,queenstown,-31.8976,26.8753,14.88,87,100,2.15,ZA,1738797315
469,illizi,26.4833,8.4667,13.07,34,6,1.34,DZ,1738797616
470,sao jose da coroa grande,-8.8978,-35.1478,26.17,84,100,5.55,BR,1738797618
471,dalandzadgad,43.5708,104.425,-19.2,89,74,7.18,MN,1738797620
472,chibougamau,49.9168,-74.3659,-16.21,66,100,6.69,CA,1738797440
473,bakhmach,51.1808,32.7569,-1.31,87,100,5.16,UA,1738797625
474,saint-pierre,-21.3393,55.4781,26.82,78,75,3.09,RE,1738797503
475,vishnyeva,54.7122,26.5225,-2.1,84,100,1.52,BY,1738797628
476,bayanhongor,46.7167,100.1167,-30.24,87,10,1.67,MN,1738797630
477,saguenay,48.4168,-71.0657,-16.62,75,99,1.96,CA,1738797136
478,tual,-5.6667,132.75,28.1,77,100,9.36,ID,1738797633
479,gukovo,48.0531,39.9311,-6.48,89,57,3.08,RU,1738797634
480,piatykhatky,48.4133,33.7106,-2.9,97,87,1.83,UA,1738797636
481,campoverde,-8.4753,-74.8058,29.83,89,98,0.72,PE,1738797637
482,minas de marcona,-15.2119,-75.1103,20.35,70,95,6.73,PE,1738797639
483,ulladulla,-35.35,150.4667,23.23,72,36,1.97,AU,1738797640
484,padang,-0.9492,100.3543,24.03,87,87,2.07,ID,1738797641
485,i-n-salah,27.1935,2.4607,13.86,30,0,9.03,DZ,1738797643
486,barao de cocais,-19.9458,-43.4872,18.71,83,24,0.84,BR,1738797529
487,jinchang,38.4953,102.1739,-7.55,38,57,4.96,CN,1738797616
488,bodo,67.28,14.405,5.02,72,75,9.77,NO,1738797650
489,balqash,46.8481,74.995,-14.38,77,0,7.43,KZ,1738797651
490,commerce,34.0006,-118.1598,18.08,89,100,2.57,US,1738797653
491,oruro,-17.9833,-67.15,15.73,31,100,7.04,BO,1738797654
492,zaragoza,41.6561,-0.8773,8.25,64,0,5.66,ES,1738797518
493,cole harbour,44.6724,-63.4751,-11.71,70,75,6.17,CA,1738797468
494,cill airne,52.05,-9.5167,3.41,87,2,2.26,IE,1738797658
495,la sarre,48.8002,-79.1996,-12.85,84,61,4.01,CA,1738797660
496,aguada de pasajeros,22.385,-80.8508,26.28,46,7,6.25,CU,1738797480
497,paros,37.0833,25.15,9.61,49,100,10.29,GR,1738797535
498,bei'an,46.4398,126.2373,-29.08,98,12,3.16,CN,1738797664
499,oum hadjer,13.2954,19.6966,23.82,14,54,5.32,TD,1738797668
500,nushki,29.5542,66.0215,7.98,25,0,2.28,PK,1738797670
501,sinabang,2.4803,96.3801,25.92,83,95,1.26,ID,1738797671
502,tsetserleg,47.475,101.4542,-20.1,94,100,0.96,MN,1738797672
503,changli,39.7042,119.1506,-11.68,59,31,2.36,CN,1738797416
504,kargil,34.5667,76.1,-27.63,85,18,2.41,IN,1738797554
505,robertsport,6.7533,-11.3686,26.53,85,50,4.96,LR,1738797677
506,carei,47.6833,22.4667,-1.55,81,78,1.81,RO,1738797679
507,goronyo,13.4423,5.6763,23.19,9,1,3.76,NG,1738797681
508,utrik,11.2278,169.8474,26.17,83,100,9.63,MH,1738797683
509,harar,9.3094,42.1258,13.39,26,19,1.91,ET,1738797685
510,bull savanna,17.8868,-77.5902,24.92,64,52,3.03,JM,1738797687
511,laurens,32.4502,-82.9165,22.39,67,100,0.0,US,1738797688
512,beira,-19.8436,34.8389,25.04,77,7,2.75,MZ,1738797436
513,yasuj,30.6682,51.588,0.75,60,75,0.0,IR,1738797691
514,la paz,-16.5,-68.15,15.99,35,20,4.63,BO,1738797530
515,carutapera,-1.195,-46.02,24.89,90,100,2.76,BR,1738797695
516,abu al matamir,30.9102,30.1744,12.66,50,38,8.57,EG,1738797697
517,chiang klang,19.2938,100.8617,16.77,79,26,0.08,TH,1738797699
518,sarangani,5.4033,125.4636,27.82,73,100,1.61,PH,1738797490
519,maumere,-8.6199,122.2111,26.62,79,94,0.65,ID,1738797701
520,natal,-5.795,-35.2094,25.12,94,75,3.09,BR,1738797542
521,abadeh,31.1608,52.6506,4.63,25,75,5.79,IR,1738797707
522,urangan,-25.3,152.9,25.26,77,100,4.82,AU,1738797709
523,jabor,5.921,169.6434,27.33,82,76,9.49,MH,1738797711
524,oranjemund,-28.55,16.4333,16.77,81,25,8.2,,1738797712
525,san pedro pochutla,15.7333,-96.4667,31.84,51,2,3.09,MX,1738797714
526,suntar,62.1444,117.6319,-45.92,100,61,1.32,RU,1738797717
527,nacala,-14.5428,40.6728,24.61,90,100,1.8,MZ,1738797718
528,camaguey,21.3808,-77.9169,24.19,64,20,7.2,CU,1738797720
529,young,-32.6833,-57.6333,20.96,83,53,6.93,UY,1738797722
530,kristiansund,63.1115,7.732,5.36,70,40,6.17,NO,1738797723
531,colonia menno,-22.3667,-59.8167,34.34,32,76,3.0,PY,1738797724
532,lakatoro,-16.0999,167.4164,28.96,71,86,5.93,VU,1738797725
533,ondjiva,-17.0667,15.7333,19.48,90,100,2.73,AO,1738797728
534,ta`u,-14.2336,-169.5144,27.98,74,99,3.55,AS,1738797730
535,priozersk,61.0393,30.1291,-2.17,86,100,5.08,RU,1738797731
536,mossel bay,-34.1831,22.146,19.07,62,100,2.28,ZA,1738797734
537,acarau,-2.8856,-40.12,26.31,80,96,4.17,BR,1738797736
538,kruisfontein,-34.0033,24.7314,18.92,70,100,2.72,ZA,1738797694
539,vila franca do campo,37.7167,-25.4333,18.27,99,92,2.2,PT,1738797742
540,malayer,34.2969,48.8235,2.67,41,98,3.12,IR,1738797744
541,mikomeseng,2.1361,10.6132,21.63,97,97,1.63,GQ,1738797745
542,zerbst,51.9667,12.0833,2.39,94,100,1.78,DE,1738797746
543,barakani,-12.1356,44.4317,26.75,80,97,7.35,KM,1738797747
544,kitui,-1.367,38.0106,18.71,62,100,2.18,KE,1738797749
545,krasnopavlivka,49.1372,36.3272,-3.08,93,52,2.72,UA,1738797751
546,boa vista,2.8197,-60.6733,30.99,51,75,4.12,BR,1738797715
547,hirara,24.8,125.2833,15.15,55,75,5.14,JP,1738797754
548,andovoranto,-18.95,49.1,24.23,91,100,4.61,MG,1738797755
